_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,EXTERIOR GROUNDS,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,POOLS,OTHER AMENITIES,PARKING AREAS,ELEVATOR MAINTENANCE,INTERIOR HALLWAY FLOORS,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y,BUILDING SCORE CATEGORY
88,4153979,2017,1953,2023,PRIVATE,Eglinton-Lawrence,675 ROSELAWN AVE,6,52,2023-10-17,90,90,0,46,3,2,2,2,3,2,3,3,3,3,3,3,2,-1,-1,3,3,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,N0833,43,-79,310762,4840344,Good
89,4153979,2017,1953,2025,PRIVATE,Eglinton-Lawrence,675 ROSELAWN AVE,6,52,2025-09-08,93,93,0,43,2,2,3,3,-1,2,3,3,3,3,-1,3,3,-1,-1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0833,43,-79,310762,4840344,Excellent
90,4153978,2017,1965,2024,PRIVATE,Eglinton-Lawrence,680 ROSELAWN AVE,9,64,2024-08-15,96,96,0,45,3,2,3,3,3,3,3,3,3,3,-1,3,3,-1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,N0833,43,-79,310799,4840421,Excellent
91,4155049,2017,1960,2024,PRIVATE,Eglinton-Lawrence,822 ROSELAWN AVE,9,56,2024-07-02,65,65,0,39,1,1,1,2,1,2,3,3,1,3,-1,2,1,-1,-1,1,3,1,-1,-1,1,1,3,2,3,1,3,1,2,3,1,1,1,N0831,43,-79,309670,4840100,Fair
92,4155048,2017,1960,2025,PRIVATE,Eglinton-Lawrence,835 ROSELAWN AVE,7,39,2025-09-02,93,93,0,40,3,2,3,3,3,2,3,3,3,3,-1,3,3,-1,-1,3,3,2,3,-1,2,2,3,3,3,3,3,2,3,3,3,3,3,N0831,43,-79,309680,4840048,Excellent
93,4155048,2017,1960,2023,PRIVATE,Eglinton-Lawrence,835 ROSELAWN AVE,7,39,2023-09-21,92,92,0,42,3,2,3,2,2,2,3,3,3,3,-1,3,2,-1,-1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43,-79,309680,4840048,Excellent
94,4155050,2017,1965,2025,PRIVATE,Eglinton-Lawrence,836 ROSELAWN AVE,3,26,2025-09-02,80,80,0,35,3,1,3,3,-1,2,3,3,3,3,-1,3,3,-1,-1,-1,-1,2,2,3,2,1,3,1,3,3,3,3,1,1,1,1,1,N0831,43,-79,309636,4840090,Good
95,4155050,2017,1965,2023,PRIVATE,Eglinton-Lawrence,836 ROSELAWN AVE,3,26,2023-09-06,84,84,0,40,3,2,2,3,3,2,3,3,3,3,-1,3,3,-1,-1,2,-1,3,2,3,2,3,3,2,2,3,3,2,2,0,0,0,3,N0831,43,-79,309636,4840090,Good
96,4155047,2017,1959,2023,PRIVATE,Eglinton-Lawrence,837 ROSELAWN AVE,7,39,2023-07-28,80,80,0,43,3,2,2,2,2,3,0,3,3,1,-1,3,1,-1,-1,3,3,2,1,3,2,3,3,3,3,1,3,3,3,3,3,3,3,N0831,43,-79,309647,4840039,Good
97,4155047,2017,1959,2025,PRIVATE,Eglinton-Lawrence,837 ROSELAWN AVE,7,39,2025-09-09,90,90,0,43,3,2,3,3,3,2,3,3,3,3,-1,3,2,-1,-1,2,3,2,3,3,2,2,2,1,3,3,3,3,3,3,3,3,3,N0831,43,-79,309647,4840039,Good
98,4155046,2017,1955,2025,PRIVATE,Eglinton-Lawrence,839 ROSELAWN AVE,7,36,2025-09-09,87,87,0,41,2,2,3,3,3,2,3,3,3,3,-1,3,2,-1,-1,2,3,2,3,2,2,2,2,3,3,3,3,3,1,3,3,3,3,N0831,43,-79,309617,4840029,Good
99,4155046,2017,1955,2023,PRIVATE,Eglinton-Lawrence,839 ROSELAWN AVE,7,36,2023-09-20,95,95,0,41,3,2,3,3,1,3,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,N0831,43,-79,309617,4840029,Excellent
100,4155652,2017,1974,2023,TCHC,Eglinton-Lawrence,855 ROSELAWN AVE,17,253,2023-08-08,87,87,0,46,3,2,2,2,3,2,3,3,3,2,3,3,2,-1,3,2,3,2,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,N0831,43,-79,309501,4839993,Good
101,4155652,2017,1974,2025,TCHC,Eglinton-Lawrence,855 ROSELAWN AVE,17,253,2025-10-28,96,96,0,34,-1,-1,3,3,-1,-1,3,3,-1,3,-1,3,-1,-1,-1,-1,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0831,43,-79,309501,4839993,Excellent
102,4155058,2017,1960,2023,PRIVATE,Eglinton-Lawrence,1090 ROSELAWN AVE,5,62,2023-09-08,96,96,0,42,3,2,3,3,2,3,3,3,3,3,-1,3,3,-1,-1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43,-79,308883,4839884,Excellent
103,4155058,2017,1960,2025,PRIVATE,Eglinton-Lawrence,1090 ROSELAWN AVE,5,62,2025-09-30,97,97,0,43,3,3,3,3,2,3,3,3,3,3,-1,3,3,-1,-1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43,-79,308883,4839884,Excellent
104,4155152,2017,1974,2024,PRIVATE,York South-Weston,150 ROSEMOUNT AVE,5,31,2024-09-11,84,84,0,43,2,2,2,2,3,2,3,3,3,3,3,3,3,-1,-1,1,3,3,3,3,1,3,2,1,3,3,3,1,2,3,1,3,2,W0525,43,-79,303188,4840236,Good
105,4152692,2017,1972,2023,PRIVATE,Scarborough Centre,1 ROSEMOUNT DR,9,110,2023-06-16,97,97,0,44,3,3,2,3,3,3,3,3,3,3,-1,3,3,-1,-1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2133,43,-79,322995,4843310,Excellent
106,4152692,2017,1972,2025,PRIVATE,Scarborough Centre,1 ROSEMOUNT DR,9,110,2025-09-04,97,97,0,47,3,3,3,2,3,3,3,3,3,3,-1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2133,43,-79,322995,4843310,Excellent
107,4152693,2017,1969,2023,PRIVATE,Scarborough Centre,15 ROSEMOUNT DR,7,72,2023-06-30,71,71,0,44,3,1,1,1,3,3,3,1,3,3,-1,3,1,-1,-1,1,3,1,1,3,1,2,3,1,2,2,3,1,1,1,1,1,1,E2133,43,-79,322982,4843392,Good
108,4152693,2017,1969,2025,PRIVATE,Scarborough Centre,15 ROSEMOUNT DR,7,72,2025-10-09,89,90,-1,43,3,2,1,2,3,3,3,2,3,2,-1,-1,3,-1,-1,2,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,E2133,43,-79,322982,4843392,Good
109,4152694,2017,1960,2024,PRIVATE,Scarborough Centre,19 ROSEMOUNT DR,7,71,2024-09-13,90,90,0,42,3,3,3,2,3,3,3,3,2,2,-1,3,2,-1,-1,2,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,E2133,43,-79,322956,4843427,Good
110,4155758,2017,2005,2023,PRIVATE,Eglinton-Lawrence,515 ROSEWELL AVE,7,89,2023-07-18,96,96,0,44,3,2,2,3,-1,3,3,3,3,-1,3,3,3,-1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,N0829,43,-79,311760,4842254,Excellent
111,4155758,2017,2005,2025,PRIVATE,Eglinton-Lawrence,515 ROSEWELL AVE,7,89,2025-09-10,98,98,0,44,3,3,3,3,-1,2,3,3,3,-1,-1,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0829,43,-79,311760,4842254,Excellent
112,4290884,2018,1960,2024,PRIVATE,York Centre,5 ROSSEAU RD,3,11,2024-08-21,94,94,0,38,3,2,-1,3,2,3,3,3,3,3,-1,2,3,-1,-1,3,-1,3,-1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,N0629,43,-79,309912,4844428,Excellent
113,4418699,2021,1955,2023,PRIVATE,York Centre,7 ROSSEAU RD,3,11,2023-07-17,90,90,0,38,3,2,-1,3,2,2,3,2,3,2,-1,1,3,-1,-1,3,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309905,4844449,Good
114,4418699,2021,1955,2025,PRIVATE,York Centre,7 ROSSEAU RD,3,11,2025-06-17,96,96,0,38,3,3,-1,3,2,3,3,3,3,3,-1,3,3,-1,-1,2,-1,2,-1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309905,4844449,Excellent
115,4154599,2017,1957,2024,PRIVATE,York Centre,8 ROSSEAU RD,3,11,2024-08-30,84,84,0,37,3,2,-1,2,2,3,3,3,3,2,-1,2,2,-1,-1,3,-1,3,-1,-1,3,2,3,3,3,3,3,1,1,2,1,1,3,N0629,43,-79,309852,4844412,Good
116,4154583,2017,1955,2023,PRIVATE,York Centre,9 ROSSEAU RD,3,11,2023-07-17,89,89,0,38,3,2,-1,2,2,2,3,2,3,3,-1,1,3,-1,-1,2,-1,3,-1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,N0629,43,-79,309893,4844467,Good
117,4154583,2017,1955,2025,PRIVATE,York Centre,9 ROSSEAU RD,3,11,2025-06-17,92,92,0,38,3,2,-1,3,2,2,3,3,3,3,-1,3,3,-1,-1,2,-1,2,-1,3,2,2,3,3,2,2,3,3,3,3,3,3,3,N0629,43,-79,309893,4844467,Excellent
118,4154598,2017,1955,2025,PRIVATE,York Centre,10 ROSSEAU RD,3,11,2025-06-17,78,78,0,38,1,2,-1,2,1,2,3,3,3,3,-1,3,3,-1,-1,1,-1,2,-1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309843,4844432,Good
119,4154598,2017,1955,2023,PRIVATE,York Centre,10 ROSSEAU RD,3,11,2023-07-19,84,84,0,37,2,2,-1,2,2,2,3,2,3,2,-1,3,3,-1,-1,1,-1,3,-1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309843,4844432,Good
120,4154584,2017,1956,2023,PRIVATE,York Centre,11 ROSSEAU RD,3,11,2023-07-18,82,82,0,36,3,1,-1,2,3,1,3,2,3,2,-1,2,3,-1,-1,2,-1,3,-1,3,2,2,3,3,3,3,3,1,3,3,3,3,3,N0629,43,-79,309893,4844495,Good
121,4154584,2017,1956,2025,PRIVATE,York Centre,11 ROSSEAU RD,3,11,2025-06-18,91,91,0,37,3,2,-1,3,2,2,3,3,2,3,-1,3,3,-1,-1,3,-1,2,-1,3,2,2,3,3,3,2,3,3,3,3,3,3,3,N0629,43,-79,309893,4844495,Excellent
122,4327367,2018,1949,2023,PRIVATE,York Centre,12 ROSSEAU RD,3,11,2023-08-24,82,82,0,36,3,3,-1,2,3,3,3,3,2,2,-1,2,3,-1,-1,2,-1,2,-1,-1,2,2,3,3,3,2,3,3,1,1,1,1,1,N0629,43,-79,309843,4844439,Good
123,4327367,2018,1949,2025,PRIVATE,York Centre,12 ROSSEAU RD,3,11,2025-07-16,95,95,0,38,3,3,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,-1,2,-1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309843,4844439,Excellent
124,4329035,2018,1949,2023,PRIVATE,York Centre,14 ROSSEAU RD,3,11,2023-08-24,88,88,0,36,3,3,-1,3,3,3,3,3,3,2,-1,2,3,-1,-1,3,-1,3,-1,-1,2,2,3,3,3,3,3,3,1,1,1,1,1,N0629,43,-79,309823,4844474,Good
125,4329035,2018,1949,2025,PRIVATE,York Centre,14 ROSSEAU RD,3,11,2025-07-16,95,95,0,38,3,3,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,-1,2,-1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309823,4844474,Excellent
126,4154585,2017,1951,2023,PRIVATE,York Centre,15 ROSSEAU RD,3,11,2023-07-19,83,83,0,37,3,2,-1,2,2,2,3,2,3,2,-1,3,3,-1,-1,1,-1,3,-1,3,2,2,3,3,2,3,3,3,3,3,3,3,3,N0629,43,-79,309882,4844512,Good
127,4154585,2017,1951,2025,PRIVATE,York Centre,15 ROSSEAU RD,3,11,2025-06-19,89,89,0,38,1,2,-1,3,1,2,3,3,3,3,-1,3,3,-1,-1,2,-1,3,-1,3,2,1,3,3,3,2,3,3,3,3,3,3,3,N0629,43,-79,309882,4844512,Good
128,4329037,2018,1949,2024,PRIVATE,York Centre,16 ROSSEAU RD,3,11,2024-07-25,84,84,0,36,3,3,-1,2,2,3,3,3,3,2,-1,3,3,-1,-1,3,-1,3,-1,-1,2,2,3,3,3,3,2,2,1,1,1,1,2,N0629,43,-79,309800,4844481,Good
129,4154586,2017,1953,2024,PRIVATE,York Centre,17 ROSSEAU RD,3,11,2024-08-08,76,76,0,37,2,1,-1,1,2,2,3,3,3,2,-1,2,3,-1,-1,1,-1,3,-1,3,2,1,3,3,2,3,3,3,3,3,1,3,1,N0629,43,-79,309869,4844529,Good
130,4329040,2018,1949,2024,PRIVATE,York Centre,18 ROSSEAU RD,3,11,2024-08-06,90,90,0,39,2,3,-1,2,3,3,3,3,2,2,-1,2,3,-1,-1,3,-1,2,-1,3,3,2,3,3,3,2,3,3,3,3,1,3,3,N0629,43,-79,309794,4844502,Good
131,4154587,2017,1955,2024,PRIVATE,York Centre,19 ROSSEAU RD,3,11,2024-08-08,92,92,0,38,3,2,-1,2,2,2,3,3,3,3,-1,2,3,-1,-1,1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309867,4844550,Excellent
132,4329041,2018,1949,2024,PRIVATE,York Centre,20 ROSSEAU RD,3,11,2024-08-06,87,87,0,39,2,3,-1,2,2,3,3,3,2,2,-1,3,3,-1,-1,3,-1,2,-1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,N0629,43,-79,309810,4844520,Good
133,4154588,2017,1955,2023,PRIVATE,York Centre,21 ROSSEAU RD,3,11,2023-07-17,89,89,0,38,3,2,-1,3,2,2,3,2,3,3,-1,1,3,-1,-1,1,-1,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309868,4844569,Good
134,4154588,2017,1955,2025,PRIVATE,York Centre,21 ROSSEAU RD,3,11,2025-06-19,95,95,0,38,3,2,-1,3,2,3,3,3,3,3,-1,3,3,-1,-1,1,-1,3,-1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0629,43,-79,309868,4844569,Excellent
135,4329042,2018,1949,2024,PRIVATE,York Centre,22 ROSSEAU RD,3,11,2024-08-29,92,92,0,38,3,3,-1,2,3,3,3,3,3,2,-1,3,3,-1,-1,3,-1,3,-1,3,3,2,3,3,3,3,3,3,3,1,3,1,1,N0629,43,-79,309838,4844457,Excellent
136,4154589,2024,1954,2025,PRIVATE,York Centre,23 ROSSEAU RD,3,11,2025-06-19,72,72,0,38,1,1,-1,3,2,1,3,3,2,2,-1,3,1,-1,-1,1,-1,2,-1,3,2,1,1,3,3,1,3,2,1,3,1,3,1,N0629,43,-79,309872,4844590,Good
137,4154589,2024,1954,2023,PRIVATE,York Centre,23 ROSSEAU RD,3,11,2023-08-31,72,72,0,36,2,2,-1,2,2,2,2,3,2,2,-1,2,2,-1,-1,2,-1,2,-1,-1,2,2,1,3,3,2,3,3,3,3,1,3,1,N0629,43,-79,309872,4844590,Good
138,4329043,2018,1949,2024,PRIVATE,York Centre,24 ROSSEAU RD,3,11,2024-08-21,79,79,0,36,2,3,-1,2,3,2,3,3,3,2,-1,2,2,-1,-1,3,-1,3,-1,-1,2,2,3,3,2,3,3,3,0,0,0,0,0,N0629,43,-79,309819,4844504,Good
139,4154590,2024,1954,2025,PRIVATE,York Centre,25 ROSSEAU RD,3,11,2025-06-19,70,70,0,38,1,1,-1,3,2,1,3,3,2,2,-1,3,3,-1,-1,1,-1,1,-1,2,1,1,1,3,3,1,3,1,1,3,1,3,1,N0629,43,-79,309858,4844608,Fair
140,4156153,2017,1969,2023,PRIVATE,Etobicoke North,7 RICHGROVE DR,11,129,2023-07-06,97,97,0,46,0,3,3,3,3,3,3,3,3,3,-1,3,3,3,-1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0137,-1,-1,299527,4837162,Excellent
141,4156153,2017,1969,2025,PRIVATE,Etobicoke North,7 RICHGROVE DR,11,129,2025-11-26,99,99,0,45,3,3,3,3,1,3,3,3,3,3,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0137,-1,-1,299527,4837162,Excellent
142,4155706,2017,1969,2024,PRIVATE,Etobicoke North,21 RICHGROVE DR,11,129,2024-07-29,93,93,0,46,3,3,3,2,2,3,3,2,3,3,-1,3,3,-1,3,2,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,3,3,W0137,43,-79,299433,4837132,Excellent
143,4153396,2017,1990,2024,TCHC,Toronto Centre,60 RICHMOND ST E,8,50,2024-09-11,80,80,0,45,3,3,3,2,-1,3,3,1,3,2,2,3,2,-1,2,2,3,3,3,3,2,2,3,3,1,2,3,1,1,1,1,1,1,S1334,43,-79,314771,4834517,Good
144,4153379,2017,2003,2024,PRIVATE,Spadina-Fort York,525 RICHMOND ST W,10,103,2024-08-13,81,81,0,42,2,1,3,3,2,3,3,3,3,-1,-1,3,3,-1,3,2,3,2,1,2,3,3,2,3,3,2,3,2,1,1,1,1,3,S1029,43,-79,312825,4833894,Good
145,4153140,2017,1970,2025,PRIVATE,Spadina-Fort York,798 RICHMOND ST W,13,525,2025-07-25,89,89,0,45,3,3,-1,3,3,2,3,3,3,1,-1,3,3,-1,1,1,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,S1028,43,-79,312060,4833691,Good
146,4153140,2017,1970,2023,PRIVATE,Spadina-Fort York,798 RICHMOND ST W,13,525,2023-10-26,95,95,0,46,3,2,3,3,3,3,3,3,3,3,3,3,3,-1,3,2,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,S1028,43,-79,312060,4833691,Excellent
147,4155343,2017,1969,2024,PRIVATE,Etobicoke Centre,1 RICHVIEW RD,19,365,2024-07-19,82,82,0,48,3,2,3,3,2,3,3,1,3,3,-1,3,3,3,3,3,3,1,2,3,1,2,1,3,3,2,3,1,1,3,1,3,1,W0230,43,-79,303715,4838134,Good
148,4155342,2017,1973,2025,PRIVATE,Etobicoke Centre,25 RICHVIEW RD,15,141,2025-12-01,89,89,0,46,3,1,3,3,1,3,3,3,3,3,3,3,3,-1,3,1,3,1,1,3,3,3,1,3,3,1,3,3,3,3,3,3,3,W0230,43,-79,303658,4838078,Good
149,4155342,2017,1973,2023,PRIVATE,Etobicoke Centre,25 RICHVIEW RD,15,141,2023-06-30,95,95,0,46,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,W0230,43,-79,303658,4838078,Excellent
150,4155341,2017,1972,2024,PRIVATE,Etobicoke Centre,39 RICHVIEW RD,20,234,2024-07-18,89,89,0,48,3,1,3,1,1,3,3,3,3,3,-1,3,3,3,3,3,3,2,3,3,2,3,1,3,3,2,3,1,1,3,3,3,3,W0230,43,-79,303556,4838029,Good
151,4156293,2017,1967,2024,PRIVATE,Eglinton-Lawrence,111 RIDELLE AVE,18,139,2024-09-03,99,99,0,44,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,N0832,43,-79,309690,4840263,Excellent
152,4155062,2017,1965,2025,PRIVATE,Eglinton-Lawrence,370 RIDELLE AVE,28,214,2025-12-01,83,84,-1,46,2,3,3,3,1,2,3,3,3,3,-1,3,3,3,3,1,3,2,3,3,2,1,1,3,3,2,3,1,1,3,3,3,3,N0831,43,-79,309559,4840299,Good
153,4155062,2017,1965,2023,PRIVATE,Eglinton-Lawrence,370 RIDELLE AVE,28,214,2023-07-20,91,91,0,46,3,3,3,2,2,3,3,3,3,2,1,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,N0831,43,-79,309559,4840299,Excellent
154,4155053,2017,1967,2023,PRIVATE,Eglinton-Lawrence,377 RIDELLE AVE,18,231,2023-09-06,73,73,0,44,3,3,2,3,-1,1,3,3,3,3,1,3,3,-1,-1,2,3,3,2,2,3,1,3,1,3,3,2,1,3,0,0,0,3,N0831,43,-79,309609,4840215,Good
155,4155053,2017,1967,2025,PRIVATE,Eglinton-Lawrence,377 RIDELLE AVE,18,231,2025-07-04,97,97,0,45,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,N0831,43,-79,309609,4840215,Excellent
156,4153965,2017,1951,2025,PRIVATE,Eglinton-Lawrence,3 RIDGE HILL DR,4,12,2025-11-26,84,84,0,40,3,2,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,1,3,1,-1,3,3,3,3,1,3,2,3,1,1,1,1,1,1,N0832,43,-79,310738,4840125,Good
157,4153965,2017,1951,2023,PRIVATE,Eglinton-Lawrence,3 RIDGE HILL DR,4,12,2023-08-24,89,89,0,39,2,3,-1,3,3,3,3,2,3,2,-1,3,3,-1,-1,2,3,3,-1,3,2,3,3,2,3,3,3,1,3,3,1,3,3,N0832,43,-79,310738,4840125,Good
158,4228923,2017,1957,2024,PRIVATE,Eglinton-Lawrence,200 RIDLEY BLVD,4,90,2024-08-12,87,87,0,38,3,2,2,2,3,2,3,3,2,3,-1,3,2,-1,-1,2,3,2,-1,-1,2,2,3,3,3,3,3,3,3,3,3,3,3,N0824,43,-79,311252,4844033,Good
159,4154674,2017,1992,2023,SOCIAL HOUSING,Eglinton-Lawrence,262 RIDLEY BLVD,8,111,2023-09-08,87,87,0,45,3,3,-1,2,1,2,3,3,3,3,2,3,3,-1,3,2,3,2,2,2,2,3,3,3,3,1,3,3,3,3,3,3,3,N0821,43,-79,310906,4844227,Good
160,4154674,2017,1992,2025,SOCIAL HOUSING,Eglinton-Lawrence,262 RIDLEY BLVD,8,111,2025-12-01,98,98,0,43,3,2,-1,3,3,3,3,3,3,3,-1,3,3,-1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N0821,43,-79,310906,4844227,Excellent
161,4167463,2017,2006,2025,TCHC,Toronto Centre,184 RIVER ST,3,54,2025-11-05,70,70,0,39,2,1,1,1,3,2,3,3,1,2,-1,2,1,-1,-1,1,-1,1,-1,3,1,1,3,2,3,1,3,3,3,3,3,3,3,S1330,43,-79,316143,4835667,Fair
162,4167463,2017,2006,2023,TCHC,Toronto Centre,184 RIVER ST,3,54,2023-08-14,83,83,0,36,3,2,-1,3,-1,2,3,3,2,2,3,2,2,-1,-1,-1,-1,2,-1,3,2,1,3,3,3,3,3,3,3,3,3,3,3,S1330,43,-79,316143,4835667,Good
163,4153578,2017,1961,2025,TCHC,Toronto Centre,230 RIVER ST,3,25,2025-11-06,96,96,0,41,3,3,-1,3,3,3,3,3,3,3,-1,3,3,-1,3,2,-1,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,S1327,43,-79,316087,4835820,Excellent
164,4153578,2017,1961,2023,TCHC,Toronto Centre,230 RIVER ST,3,25,2023-06-08,96,96,0,40,3,3,-1,2,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,S1327,43,-79,316087,4835820,Excellent
165,4155200,2017,1950,2023,SOCIAL HOUSING,Parkdale-High Park,495 RIVERSIDE DR,3,25,2023-07-12,89,89,0,38,2,2,-1,3,2,2,3,3,3,3,-1,3,3,-1,-1,2,-1,3,-1,3,2,2,2,3,3,3,3,3,3,3,2,3,3,S0425,43,-79,305571,4834025,Good
166,4155200,2017,1950,2025,SOCIAL HOUSING,Parkdale-High Park,495 RIVERSIDE DR,3,25,2025-07-25,93,93,0,39,3,2,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S0425,43,-79,305571,4834025,Excellent
167,4155352,2017,1953,2023,PRIVATE,Etobicoke North,17 RIVERVIEW HTS,4,14,2023-09-26,86,86,0,38,3,2,2,3,2,3,3,3,3,2,-1,3,3,-1,-1,2,-1,3,-1,3,2,2,3,3,3,3,3,3,1,1,1,1,1,W0136,43,-79,302574,4839958,Good
168,4155352,2017,1953,2025,PRIVATE,Etobicoke North,17 RIVERVIEW HTS,4,14,2025-12-02,93,93,0,41,3,1,3,3,3,1,3,3,3,3,-1,3,3,-1,-1,1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0136,43,-79,302574,4839958,Excellent
169,4155276,2019,1957,2023,PRIVATE,Etobicoke-Lakeshore,10 RIVERWOOD PKWY,3,52,2023-09-06,97,97,0,39,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,-1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,W0327,43,-79,305726,4833016,Excellent
170,4155276,2019,1957,2025,PRIVATE,Etobicoke-Lakeshore,10 RIVERWOOD PKWY,3,52,2025-12-08,99,99,0,40,3,3,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,2,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43,-79,305726,4833016,Excellent
171,4155275,2017,1960,2023,PRIVATE,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2023-09-26,86,86,0,43,3,3,3,3,2,3,3,1,3,3,-1,3,3,-1,-1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,1,1,W0327,43,-79,305666,4833011,Good
172,4155275,2017,1960,2025,PRIVATE,Etobicoke-Lakeshore,16 RIVERWOOD PKWY,5,45,2025-12-03,98,98,0,43,3,1,3,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43,-79,305666,4833011,Excellent
173,4155274,2019,1958,2024,PRIVATE,Etobicoke-Lakeshore,22 RIVERWOOD PKWY,4,44,2024-08-13,97,97,0,39,3,3,-1,3,3,3,3,3,3,3,-1,3,3,-1,-1,3,-1,3,-1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,W0327,43,-79,305627,4832984,Excellent
174,4155289,2017,1958,2023,PRIVATE,Etobicoke-Lakeshore,25 RIVERWOOD PKWY,4,50,2023-09-22,95,95,0,42,3,2,3,3,3,3,3,3,3,2,-1,3,3,-1,-1,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,W0327,43,-79,305684,4833101,Excellent
